0	0.702909	0.138951	0.138951	0.455102	0.138951	0.138951	0.381061	0.381061	0.381061	0.138951	0	0.138951	0.138952	0.138951	0.138952	0.138952	0.138951	0.138952	0.208073	0.138951	0	0.381061	0.138951	0	0.138951	0.138951	0.381061	0.138951	0.138951	0.381061	0	0	0	0.138951	0.381061	0	0.138951	0.138951	0.381061	0.138951	0.138951	0.138951	0.138951	0.138951	0.138952	0.381061	0.138951	0	0.702909	0.382774	0.470441	0.382774	0.382774	0.382774	0.381061	0.381061	0.138951	0.138951	0.381061	0.381061	0.381061	0	0.138951	0.381061	0.138951	0.381061	0.702909	0.381061	0	0	0.235658	0.382774	0.138951	0.381061	0.834404	0.982581	0.208073	0	0.949315	0.936651	0.381061	0.137472	0.985525	0	0.138951	0.381061	0.702909	0.381061	0.138951	0.138951	0.378137	0.949315	0.969982	0.138951	0.138951	0	0.381061	0.138951	0	0.138952	0.138952	0.138952
0.702909	0	0.170035	0.381061	0.381061	0.983609	0.964132	0.773444	0.438711	0.935124	0.159215	0	0.954901	0.170036	0.75023	0.478402	0.138952	0.138951	0.170036	0.999151	0.381061	0	0.438711	0.381061	0	0.435303	0.438711	0.381061	0.999714	0.999714	0.999714	0.999139	0.999151	0.999328	0.999713	0.381061	0	0.438711	0.138951	0.381061	0.170035	0.438711	0.138951	0.137303	0.438711	0.170036	0.702909	0.996823	0.899642	0.999906	0.985924	0.381061	0.98082	0.75023	0.996027	0.999997	0.999997	0.999906	0.381061	1	0.381061	0.702909	0.208073	0.419434	0.964132	0.92745	1	1	0.381061	0.208073	0.208073	0.250128	0.440498	0.935563	0.999637	0.999636	0.999996	0.999896	0.971481	0.987675	0.999663	0.948184	0.954901	1	0.996767	0.999637	0.702909	1	0.438711	0.170035	0.987675	0.964132	0.381061	0.421201	0.381061	0.138951	0	0.381061	0.381061	0	0.438712	0.138952	0.381062
0.138951	0.170035	0	0.138951	0.138951	0.835636	0.910986	0.860734	0.170036	0.764812	0.138951	0	0.992791	0.170036	0.170035	0.170036	0.138952	0.138951	0.170036	0	0.138951	0	0.170035	0.138951	0	0.999994	0.289439	0.138951	0.170036	0.170036	0.170036	0	0.209271	0.080401	0.170036	0.138951	0	0.170035	0.138951	0.138951	0.835636	0.170035	0.138951	0.800186	0.170035	0.568692	0.138478	0.835636	0.074771	0.992791	0.170035	0.138951	0.835636	0.170035	0.229338	0.159215	0.170035	0.138951	0.138951	0.170035	0.138951	0.138951	0.074771	0.138951	0.170035	0.138951	0.170035	0.170035	0.138951	0.630864	0	0.093049	0.170035	0.138951	0.138951	0.138951	0.138951	0	0	0.138951	0.138951	0.170035	0.138951	0.138951	0	0.138951	0.138951	0.382774	0.170035	0.170035	0.138951	0.170035	0.138951	0.138951	0.138951	0.800186	0	0.138951	0.138951	0	0.170036	0.138952	0.138952
0.138951	0.381061	0.138951	0	0.138951	0.381061	0.99845	0.381061	0.138952	0.381061	0.138951	0	0.954901	0.138478	0.381061	0.381062	0.138952	0.138951	0.138952	0.208073	0.381061	0	0.381061	0.138951	0	0.381061	0.381061	0.381061	0.381061	0.138951	0.138951	0	0.208073	0	0.138951	0.138951	0	0.138951	0.138951	0.138951	0.138951	0.159215	0.138951	0.138951	0.138951	0.138952	0.734836	0.138951	0	0.999637	0.381061	0.381061	0.381061	0.138951	0.138951	0.381061	0.381061	0.138951	0.381061	0.381061	0.138951	0.138951	0.262772	0.381061	0.954901	0.138951	0.381061	0.949315	0.381061	0	0	0.208073	0.138951	0.138951	0.381061	0.381061	0.381061	0.208073	0	0.138951	0.138951	0.1796	0.954729	0.381061	0	0.381061	0.138951	0.381061	0.381061	0.138951	0.138951	0.381061	0.381061	0.138951	0.381061	0.138951	0	0.138951	0.138951	0	0.138952	0.138952	0.138952
0.455102	0.381061	0.138951	0.138951	0	0.917568	0.138951	0.381061	0.381061	0.381061	0.138951	0	0.138951	0.138952	0.138951	0.381062	0.138952	0.138951	0.138952	0.208073	0.138951	0	0.381061	0.379815	0	0.138951	0.138951	0.381061	0.138951	0.138951	0.138951	0	0.085443	0	0.138951	0.998148	0	0.702909	0.138951	0.998148	0.822815	0.998148	0.998148	0.138951	0.138951	0.179601	0.702909	0.138951	0	0.138951	0.138951	0.381061	0.138951	0.138951	0.138951	0.138951	0.381061	0.1796	0.381061	0.381061	0.381061	0.381061	0.262772	0.138951	0.138951	0.138951	0.381061	0.419434	0.381061	0.208073	0.085443	0.888803	0.138951	0.138951	0.381061	0.455102	0.949315	0.911166	0	0.138951	0.138951	0.949059	0.381061	0.381061	0.085443	0.381061	0.998148	0.138951	0.998148	0.138951	0.138951	0.381061	1	0.138951	0.381061	0.138951	0	0.381061	0.138951	0	0.138952	0.138952	0.138952
0.138951	0.983609	0.835636	0.381061	0.917568	0	0.999928	0.998528	0.170035	0.138951	0.138951	0	0.9981	0.170036	0.438711	0.438712	0.138952	0.138951	0.170036	0	0.985525	0.209271	0.438711	0.138951	0	0.170035	0.75023	0.381061	0.170035	0.170035	0.170035	0	0	0.080401	0.170035	0.138951	0	0.170035	0.138951	0.138951	0.856443	0.170035	0.138951	0.800186	0.170035	0.170036	0.138951	0.999995	0.883936	0.999973	0.438711	0.381061	0.999895	0.973093	0.930574	0.138951	0.170035	0.966086	0.138951	0.16929	0.138951	0.138951	0.208073	0.949309	0.437409	0.138951	0.170035	0.999802	0.455102	0.630864	0	0.281308	0.170035	0.99954	0.138951	0.138951	0.381061	0	0	0.138951	0.138951	0.170035	0.954901	0.810735	0	0.138951	0.138951	0.138951	0.170035	0.170035	0.159215	0.964132	0.976994	0.138951	0.945941	0.991397	0	0.138951	0.949315	0	0.170036	0.138952	0.138952
0.138951	0.964132	0.910986	0.99845	0.138951	0.999928	0	0.999933	0.170035	0.377205	0.138951	0.703125	0.99845	0.875709	0.998779	0.998779	0.138952	0.847323	0.875709	0.208073	0.99845	0	0.998779	0.138951	0	0.964132	0.998414	0.954901	0.438711	0.170035	0.170035	0	0.208073	0.080401	0.170035	0.138951	0	0.875709	0.138951	0.138951	0.170035	0.170035	0.138951	0.992332	0.170035	0.170036	0.847323	0.170035	0	1	0.959641	0.954901	0.998779	0.170035	0.170035	0.419434	0.438711	0.138951	0.381061	0.438711	0.138951	0.138951	0.888803	0.998932	0.999997	0.138951	0.438711	0.998959	0.954901	0	0	0.997143	0.170035	0.847323	0.954901	0.954901	0.99845	0.900001	0	0.847323	0.847323	0.170035	0.999986	0.99845	0	0.381061	0.138951	0.455102	0.438711	0.170035	0.138951	0.964132	0.381061	0.138951	0.999999	0.992362	0	0.138951	0.847323	0	0.170036	0.138952	0.138952
0.381061	0.773444	0.860734	0.381061	0.381061	0.998528	0.999933	0	0.381061	0.949315	0.138951	0	0.998768	0.734837	0.975979	0.381062	0.138952	0.847323	0.138952	0.208073	0.986297	0	0.381061	0.381061	0	0.381061	0.999998	0.381061	0.381061	0.138951	0.381061	0	0.208073	0	0.138951	0.381061	0	0.381061	0.138951	0.381061	0.993136	0.381061	0.138951	0.999999	0.381061	0.138952	0.70208	0.971648	0.209271	1	0.381061	0.381061	0.999991	0.382774	0.138951	0.381061	0.381061	0.382774	0.379815	0.381061	0.935124	0.702909	0.888803	0.997725	0.999996	0.382774	0.92696	0.986297	0.381061	0.909607	0.074771	0.888803	0.138951	0.382774	0.381061	0.381061	0.381061	0.208073	0	0.949315	0.138951	0.381061	0.999999	0.949315	0	0.381061	0.702909	0.381061	0.381061	0.138951	0.138951	0.954901	0.381061	0.138951	1	1	0	0.381061	0.949315	0	0.381062	0.138952	0.138952
0.381061	0.438711	0.170036	0.138952	0.381061	0.170035	0.170035	0.381061	0	0.381061	0.138951	0	0.381061	0.170036	0.170035	0.438712	0.138952	0.138951	0.170036	0.208073	0.381061	0	0.438711	0.381061	0	0.170035	0.170035	0.381061	0.170035	0.170035	0.438711	0	0	0.080401	0.170035	0.381061	0	0.438711	0.138951	0.381061	0.170035	0.514639	0.138951	0.138951	0.170035	0.170036	0.381061	0.170035	0	0.381061	0.170035	0.381061	0.170035	0.170035	0.170035	0.381061	0.438711	0.138951	0.381061	0.438711	0.378137	0.381061	0.208073	0.138951	0.438711	0.138951	0.438711	0.478401	0.381061	0.208074	0	0.250128	0.170035	0.138951	0.381061	0.381061	0.381061	0.208073	0	0.949315	0.949315	0.438711	0.381061	0.381061	0	0.381061	0.419434	0.381061	0.438711	0.215375	0.138951	0.438711	0.381061	0.138951	0.381061	0.138951	0	0.381061	0.138951	0	0.170036	0.936651	0.138952
0.381061	0.935124	0.764812	0.381061	0.381061	0.138951	0.377205	0.949315	0.381061	0	0.138478	0	0.381061	0.138478	0.138478	0.381062	0.138952	0.138951	0.138952	0.208073	0.381061	0	0.999989	1	0	0.419434	0.381061	0.996901	0.381061	0.381061	0.381061	0	0	0	0.138951	0.381061	0	0.381061	0.138951	0.381061	0.138951	0.419434	0.138951	0.138951	0.177778	0.138952	0.999982	0.138951	0	0.999637	0.138951	0.999506	0.138951	0.381061	0.138951	0.775335	0.381061	0.381061	0.381061	0.378137	0.381061	0.381061	0.208073	0.138951	0.948714	0.81617	0.381061	0.381061	0.949315	0.900358	0	0.999788	0.138951	0.474947	0.996901	0.934823	0.91359	0.984944	0	0.949315	0.949315	0.381061	0.954901	0.342206	0	0.381061	0.381061	0.381061	0.381061	0.138951	0.949315	0.381061	0.949315	0.138951	0.419434	0.138951	0	0.381061	0.138951	0	0.138952	0.138952	0.138952
